"export-plots data (NetLogo 5.2.0)"
"puzzleSwap.nlogo"
"04/29/2015 16:47:02:353 -0500"

"MODEL SETTINGS"
"consumeenergy","a3","a2","a1","b4","b1","b3","b2","numa","zpd","a4","numb"
"true","2","2","3","3","3","3","2","20","2","5","0"

"""Average Energy levels over time"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","1750","0","1580","true","""mental-A""","false","2"

"pen name","pen down?","mode","interval","color","x"
"""mental-A""","true","0","1","0","1441"
"""social-A""","true","0","1","28","1441"

"""mental-A""",,,,"""social-A"""
"x","y","color","pen down?","x","y","color","pen down?"
"0","1440","0","true","0","1440","28","true"
"1","1437.4","0","true","1","1440","28","true"
"2","1434.55","0","true","2","1440","28","true"
"3","1430.95","0","true","3","1439.8","28","true"
"4","1427.1","0","true","4","1438.7","28","true"
"5","1423.25","0","true","5","1437.6","28","true"
"6","1418.4","0","true","6","1435.7","28","true"
"7","1413.95","0","true","7","1433.5","28","true"
"8","1409.5","0","true","8","1431.3","28","true"
"9","1404.45","0","true","9","1428.65","28","true"
"10","1398.75","0","true","10","1425.5","28","true"
"11","1393.3","0","true","11","1422.35","28","true"
"12","1388.4","0","true","12","1419.2","28","true"
"13","1383.2","0","true","13","1415.8","28","true"
"14","1377.75","0","true","14","1412.1","28","true"
"15","1372.3","0","true","15","1408.4","28","true"
"16","1366.85","0","true","16","1404.7","28","true"
"17","1361.4","0","true","17","1401","28","true"
"18","1355.95","0","true","18","1397.3","28","true"
"19","1350.5","0","true","19","1393.6","28","true"
"20","1345.05","0","true","20","1389.9","28","true"
"21","1339.6","0","true","21","1386.2","28","true"
"22","1334.15","0","true","22","1382.5","28","true"
"23","1328.7","0","true","23","1378.8","28","true"
"24","1323.25","0","true","24","1375.1","28","true"
"25","1317.8","0","true","25","1371.4","28","true"
"26","1312.35","0","true","26","1367.7","28","true"
"27","1306.9","0","true","27","1364","28","true"
"28","1301.45","0","true","28","1360.3","28","true"
"29","1295.75","0","true","29","1356.45","28","true"
"30","1290.45","0","true","30","1352.75","28","true"
"31","1285","0","true","31","1349.05","28","true"
"32","1279.55","0","true","32","1345.35","28","true"
"33","1274.4","0","true","33","1341.95","28","true"
"34","1268.95","0","true","34","1338.7","28","true"
"35","1263.5","0","true","35","1335.45","28","true"
"36","1258.05","0","true","36","1331.75","28","true"
"37","1253.1","0","true","37","1328.35","28","true"
"38","1248.15","0","true","38","1325.15","28","true"
"39","1243.35","0","true","39","1322.25","28","true"
"40","1238.95","0","true","40","1319.45","28","true"
"41","1233.7","0","true","41","1316.2","28","true"
"42","1228.75","0","true","42","1312.8","28","true"
"43","1223.5","0","true","43","1309.65","28","true"
"44","1218","0","true","44","1305.95","28","true"
"45","1212.5","0","true","45","1302.25","28","true"
"46","1207.3","0","true","46","1298.55","28","true"
"47","1202.1","0","true","47","1294.85","28","true"
"48","1196.9","0","true","48","1291.15","28","true"
"49","1191.7","0","true","49","1287.45","28","true"
"50","1186.15","0","true","50","1283.4","28","true"
"51","1181.05","0","true","51","1279.5","28","true"
"52","1175.7","0","true","52","1276.25","28","true"
"53","1170.8","0","true","53","1273","28","true"
"54","1165.55","0","true","54","1269.6","28","true"
"55","1160.15","0","true","55","1265.9","28","true"
"56","1154.6","0","true","56","1262","28","true"
"57","1149.1","0","true","57","1257.95","28","true"
"58","1143.6","0","true","58","1253.9","28","true"
"59","1138.1","0","true","59","1249.85","28","true"
"60","1132.6","0","true","60","1245.8","28","true"
"61","1127.1","0","true","61","1241.75","28","true"
"62","1121.6","0","true","62","1237.7","28","true"
"63","1116.05","0","true","63","1233.35","28","true"
"64","1110.55","0","true","64","1229.3","28","true"
"65","1105.7","0","true","65","1225.55","28","true"
"66","1100.85","0","true","66","1221.8","28","true"
"67","1096","0","true","67","1218.05","28","true"
"68","1091.3","0","true","68","1214.45","28","true"
"69","1086.2","0","true","69","1210.95","28","true"
"70","1081.75","0","true","70","1208.2","28","true"
"71","1077.6","0","true","71","1205.2","28","true"
"72","1073.15","0","true","72","1202","28","true"
"73","1068.95","0","true","73","1199.6","28","true"
"74","1064.5","0","true","74","1196.9","28","true"
"75","1060.2","0","true","75","1194.35","28","true"
"76","1055.3","0","true","76","1191.45","28","true"
"77","1050.15","0","true","77","1187.85","28","true"
"78","1044.45","0","true","78","1184.3","28","true"
"79","1039.2","0","true","79","1180.75","28","true"
"80","1033.95","0","true","80","1177.2","28","true"
"81","1028.7","0","true","81","1173.65","28","true"
"82","1023.45","0","true","82","1170.1","28","true"
"83","1018.2","0","true","83","1166.55","28","true"
"84","1013.1","0","true","84","1163.15","28","true"
"85","1007.85","0","true","85","1159.6","28","true"
"86","1002.3","0","true","86","1155.55","28","true"
"87","997.25","0","true","87","1152","28","true"
"88","992.1","0","true","88","1148.1","28","true"
"89","987.05","0","true","89","1144.2","28","true"
"90","981.8","0","true","90","1140","28","true"
"91","976.55","0","true","91","1136.15","28","true"
"92","971.3","0","true","92","1132.3","28","true"
"93","966.05","0","true","93","1128.45","28","true"
"94","962.15","0","true","94","1125.6","28","true"
"95","958.4","0","true","95","1122.9","28","true"
"96","954.35","0","true","96","1120.05","28","true"
"97","950.3","0","true","97","1117.2","28","true"
"98","946.25","0","true","98","1114.35","28","true"
"99","941.45","0","true","99","1110.65","28","true"
"100","936.3","0","true","100","1106.8","28","true"
"101","930.85","0","true","101","1102.95","28","true"
"102","925.55","0","true","102","1099.8","28","true"
"103","920.4","0","true","103","1096.5","28","true"
"104","915.9","0","true","104","1093.35","28","true"
"105","911.4","0","true","105","1090.2","28","true"
"106","906.9","0","true","106","1087.05","28","true"
"107","902.15","0","true","107","1083.65","28","true"
"108","897.1","0","true","108","1079.9","28","true"
"109","892.05","0","true","109","1076.15","28","true"
"110","887","0","true","110","1072.4","28","true"
"111","881.95","0","true","111","1068.65","28","true"
"112","877.05","0","true","112","1065.05","28","true"
"113","871.9","0","true","113","1061.7","28","true"
"114","867.25","0","true","114","1058.55","28","true"
"115","862.2","0","true","115","1055.25","28","true"
"116","857.85","0","true","116","1052.45","28","true"
"117","853.35","0","true","117","1049.5","28","true"
"118","848.85","0","true","118","1046.55","28","true"
"119","844.35","0","true","119","1043.6","28","true"
"120","839.85","0","true","120","1040.65","28","true"
"121","835.35","0","true","121","1037.7","28","true"
"122","830.45","0","true","122","1034.6","28","true"
"123","825.4","0","true","123","1031.75","28","true"
"124","819.95","0","true","124","1028.75","28","true"
"125","814.9","0","true","125","1025.9","28","true"
"126","810","0","true","126","1023.2","28","true"
"127","804.7","0","true","127","1020.35","28","true"
"128","799.4","0","true","128","1017.5","28","true"
"129","794.25","0","true","129","1014.65","28","true"
"130","789.1","0","true","130","1011.8","28","true"
"131","784.35","0","true","131","1009.25","28","true"
"132","779.65","0","true","132","1006.4","28","true"
"133","774.55","0","true","133","1003.55","28","true"
"134","769.45","0","true","134","1000.9","28","true"
"135","764.35","0","true","135","998.4","28","true"
"136","759.25","0","true","136","995.55","28","true"
"137","753.7","0","true","137","992.1","28","true"
"138","748.15","0","true","138","988.65","28","true"
"139","742.6","0","true","139","985.2","28","true"
"140","737.05","0","true","140","981.75","28","true"
"141","731.5","0","true","141","978.3","28","true"
"142","726.1","0","true","142","975","28","true"
"143","721.55","0","true","143","972.35","28","true"
"144","717","0","true","144","969.55","28","true"
"145","711.85","0","true","145","966.15","28","true"
"146","707","0","true","146","963.1","28","true"
"147","701.75","0","true","147","959.9","28","true"
"148","696.5","0","true","148","956.7","28","true"
"149","691.05","0","true","149","952.85","28","true"
"150","685.6","0","true","150","949","28","true"
"151","680.15","0","true","151","945.15","28","true"
"152","674.7","0","true","152","941.3","28","true"
"153","669.25","0","true","153","937.45","28","true"
