"export-plots data (NetLogo 5.2.0)"
"puzzleSwap.nlogo"
"04/29/2015 16:38:13:275 -0500"

"MODEL SETTINGS"
"zpd","consumeenergy","numa","numb","a1","a2","a3","a4","b1","b2","b3","b4"
"2","true","20","0","3","3","3","3","3","2","3","3"

"""Average Energy levels over time"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","1750","0","1580","true","""mental-A""","false","2"

"pen name","pen down?","mode","interval","color","x"
"""mental-A""","true","0","1","0","1441"
"""social-A""","true","0","1","28","1441"

"""mental-A""",,,,"""social-A"""
"x","y","color","pen down?","x","y","color","pen down?"
"0","1440","0","true","0","1440","28","true"
"1","1435.8","0","true","1","1440","28","true"
"2","1435.7","0","true","2","1440","28","true"
"3","1435.2","0","true","3","1439.35","28","true"
"4","1434.6","0","true","4","1438.7","28","true"
"5","1433.75","0","true","5","1438.05","28","true"
"6","1431.75","0","true","6","1436.2","28","true"
"7","1428.55","0","true","7","1433.1","28","true"
"8","1425","0","true","8","1429.4","28","true"
"9","1421.45","0","true","9","1425.7","28","true"
"10","1417.8","0","true","10","1421.75","28","true"
"11","1414.1","0","true","11","1417.45","28","true"
"12","1409.8","0","true","12","1413.15","28","true"
"13","1405.8","0","true","13","1409.25","28","true"
"14","1401.8","0","true","14","1405.35","28","true"
"15","1397.55","0","true","15","1401.2","28","true"
"16","1393.3","0","true","16","1397.05","28","true"
"17","1389.05","0","true","17","1392.9","28","true"
"18","1384.25","0","true","18","1388.25","28","true"
"19","1379.45","0","true","19","1383.6","28","true"
"20","1374.65","0","true","20","1378.95","28","true"
"21","1369.85","0","true","21","1374.3","28","true"
"22","1365.35","0","true","22","1369.95","28","true"
"23","1360.65","0","true","23","1365.65","28","true"
"24","1355.85","0","true","24","1361","28","true"
"25","1351.05","0","true","25","1356.35","28","true"
"26","1345.95","0","true","26","1351.45","28","true"
"27","1341.15","0","true","27","1346.8","28","true"
"28","1336.05","0","true","28","1341.9","28","true"
"29","1331.25","0","true","29","1337.25","28","true"
"30","1326.45","0","true","30","1332.6","28","true"
"31","1321.65","0","true","31","1327.95","28","true"
"32","1316.55","0","true","32","1323.55","28","true"
"33","1311.2","0","true","33","1319.15","28","true"
"34","1305.85","0","true","34","1314.75","28","true"
"35","1300.5","0","true","35","1310.35","28","true"
"36","1295.15","0","true","36","1306.6","28","true"
"37","1290.15","0","true","37","1302.85","28","true"
"38","1285.3","0","true","38","1299.25","28","true"
"39","1281.15","0","true","39","1295.8","28","true"
"40","1277.6","0","true","40","1293.2","28","true"
"41","1274.05","0","true","41","1290.05","28","true"
"42","1270.2","0","true","42","1286.6","28","true"
"43","1265.7","0","true","43","1282.55","28","true"
"44","1261.55","0","true","44","1278.85","28","true"
"45","1257.05","0","true","45","1274.8","28","true"
"46","1252.95","0","true","46","1271.2","28","true"
"47","1249.05","0","true","47","1268.1","28","true"
"48","1243.95","0","true","48","1263.5","28","true"
"49","1238.85","0","true","49","1258.85","28","true"
"50","1234","0","true","50","1254.2","28","true"
"51","1229.3","0","true","51","1249.7","28","true"
"52","1224.6","0","true","52","1245.8","28","true"
"53","1219.75","0","true","53","1241.75","28","true"
"54","1215.4","0","true","54","1238","28","true"
"55","1210.75","0","true","55","1233.95","28","true"
"56","1206.1","0","true","56","1229.9","28","true"
"57","1201.45","0","true","57","1225.85","28","true"
"58","1196.85","0","true","58","1221.8","28","true"
"59","1193.2","0","true","59","1218.45","28","true"
"60","1189.55","0","true","60","1215.1","28","true"
"61","1185.9","0","true","61","1211.75","28","true"
"62","1182","0","true","62","1208.4","28","true"
"63","1178.35","0","true","63","1205.05","28","true"
"64","1173.5","0","true","64","1200.3","28","true"
"65","1168.5","0","true","65","1195.55","28","true"
"66","1163.5","0","true","66","1190.8","28","true"
"67","1158.5","0","true","67","1186.05","28","true"
"68","1153.95","0","true","68","1181.75","28","true"
"69","1149.25","0","true","69","1178.05","28","true"
"70","1144.55","0","true","70","1173.55","28","true"
"71","1140.8","0","true","71","1170.15","28","true"
"72","1137.05","0","true","72","1166.75","28","true"
"73","1133.3","0","true","73","1163.35","28","true"
"74","1129.4","0","true","74","1159.85","28","true"
"75","1124.75","0","true","75","1155.85","28","true"
"76","1120.35","0","true","76","1152.05","28","true"
"77","1115.95","0","true","77","1148.25","28","true"
"78","1111.35","0","true","78","1144.45","28","true"
"79","1107.35","0","true","79","1141","28","true"
"80","1103.35","0","true","80","1137.55","28","true"
"81","1099.35","0","true","81","1134.1","28","true"
"82","1095.35","0","true","82","1130.65","28","true"
"83","1091.35","0","true","83","1127.2","28","true"
"84","1086.8","0","true","84","1123.2","28","true"
"85","1082.8","0","true","85","1119.75","28","true"
"86","1078.95","0","true","86","1116.45","28","true"
"87","1075.55","0","true","87","1113.6","28","true"
"88","1072.4","0","true","88","1110.95","28","true"
"89","1069.5","0","true","89","1108.3","28","true"
"90","1066.6","0","true","90","1105.65","28","true"
"91","1063.7","0","true","91","1103","28","true"
"92","1060.7","0","true","92","1100.15","28","true"
"93","1057","0","true","93","1097.05","28","true"
"94","1052.8","0","true","94","1093.35","28","true"
"95","1048.5","0","true","95","1089.7","28","true"
"96","1044.2","0","true","96","1086.05","28","true"
"97","1040.05","0","true","97","1082.55","28","true"
"98","1036.1","0","true","98","1079.05","28","true"
"99","1031.75","0","true","99","1075.15","28","true"
"100","1027.95","0","true","100","1071.75","28","true"
"101","1024.15","0","true","101","1068.35","28","true"
"102","1020.35","0","true","102","1064.75","28","true"
"103","1016.15","0","true","103","1061.8","28","true"
"104","1012.7","0","true","104","1059","28","true"
"105","1008.65","0","true","105","1055.8","28","true"
"106","1004.1","0","true","106","1052.45","28","true"
"107","999.25","0","true","107","1048.45","28","true"
"108","994.4","0","true","108","1044.1","28","true"
"109","989.7","0","true","109","1039.9","28","true"
"110","984.9","0","true","110","1036.1","28","true"
"111","979.8","0","true","111","1032.05","28","true"
"112","974.7","0","true","112","1028","28","true"
"113","969.9","0","true","113","1023.95","28","true"
"114","965.1","0","true","114","1019.9","28","true"
"115","960.3","0","true","115","1015.85","28","true"
"116","955.5","0","true","116","1011.8","28","true"
"117","950.05","0","true","117","1007.15","28","true"
"118","944.9","0","true","118","1002.75","28","true"
"119","939.75","0","true","119","998.35","28","true"
"120","934.6","0","true","120","993.95","28","true"
"121","929.7","0","true","121","989.55","28","true"
"122","924.8","0","true","122","985.15","28","true"
"123","919.9","0","true","123","980.75","28","true"
"124","915","0","true","124","976.35","28","true"
"125","910.4","0","true","125","972.25","28","true"
"126","906.35","0","true","126","968.65","28","true"
"127","901.2","0","true","127","964.5","28","true"
"128","896.3","0","true","128","960.1","28","true"
"129","891.15","0","true","129","955.45","28","true"
"130","886.8","0","true","130","951.55","28","true"
"131","882.45","0","true","131","947.65","28","true"
"132","878.1","0","true","132","943.75","28","true"
"133","873.75","0","true","133","939.85","28","true"
"134","869.4","0","true","134","935.95","28","true"
"135","864.8","0","true","135","931.85","28","true"
"136","859.9","0","true","136","927.45","28","true"
"137","854.45","0","true","137","922.45","28","true"
"138","849","0","true","138","917.45","28","true"
"139","843.7","0","true","139","912.6","28","true"
"140","838.55","0","true","140","908.15","28","true"
"141","833.4","0","true","141","903.7","28","true"
"142","828.25","0","true","142","899.25","28","true"
"143","823.25","0","true","143","894.7","28","true"
"144","818.4","0","true","144","890.25","28","true"
"145","813.85","0","true","145","885.8","28","true"
"146","809.15","0","true","146","881.2","28","true"
"147","804.85","0","true","147","877","28","true"
"148","800.3","0","true","148","872.55","28","true"
"149","795.75","0","true","149","868.15","28","true"
"150","790.65","0","true","150","863.8","28","true"
"151","785.55","0","true","151","858.85","28","true"
"152","780.6","0","true","152","854.05","28","true"
"153","775.65","0","true","153","849.25","28","true"
